Inguinal hernia	HP:0000023
Left Isomerism	None
Left-sided isomerism	None
Right isomerism	None
Right-sided isomerism	None
Abnormal skinfold thickness measurement	None
Abnormal triceps skinfold thickness	None
Increased triceps skinfold thickness	None
Acromegaly	None
Acral hypertrophy	None
Acral enlargement	None
Acral overgrowth	None
Acromegalic growth	None
Growth without growth hormone	None
Decreased body fat percentage	None
Decreased adipose tissue percentage	None
Abnormality of body mass index	None
Abnormal body mass index	None
Abnormal BMI	None
Decreased body mass index	None
Decreased BMI	None
Hemihypertrophy of lower limb	None
Overgrowth of one leg	None
Overgrowth of one arm	None
Hemihypertrophy of upper limb	None
Asymmetric growth	None
Uneven or disproportionate growth of one body part compared to another	None
Hemiatrophy of the body	None
Hemiatrophy	None
Asymmetric limb shortening	None
Asymmetric lower limb shortening	None
Hemiatrophy of lower limb	None
Hemiatrophy of upper limb	None
Hemihypotrophy of upper limb	None
Asymmetric upper limb shortening	None
Left and right leg differ in length or width	None
Leg length discrepancy	None
Lower limb asymmetry	None
Unequal size of arms	None
Upper limb asymmetry	None
Asymmetric leg shortening	None
Asymmetric lower limb shortness	None
Hemihypotrophy of lower limb	None
Urinary incontinence	None
Bladder incontinence	None
Loss of bladder control	None
Premature sudden cardiac death	None
Sudden cardiac death	None
Sudden death	None
Bone pain	None
Joint pains	None
Arthritic pain	None
Arthralgia	None
Arthralgias	None
Joint pain	None
Muscle pain	None
Myalgias	None
Myalgia	None
Muscle ache	None
Back pain	None
Lumbago	None
Low back pain	None
Lower back pain	None
Exercise intolerance	None
Low exercise endurance	None
Poor exercise tolerance	None
Decreased ability to exercise	None
Inability to exercise	None
Exercise-induced muscle pain	None
Muscle pain on exercise	None
Exercise-induced myalgia	None
Muscle pain with exercise	None
Muscle pain, exercise-induced	None
Joint pain/Joint inflammation	None
Arthralgia/arthritis	None
Costochondral pain	None
Costochondral junction pain	None
Limb pain	None
Pain in extremities	None
Stress urinary incontinence	None
Sciatica	None
Occipital neuralgia	None
Tiredness	None
Tired	None
Fatigue	None
Episodic fatigue	None
Chronic fatigue	None
Chronic extreme exhaustion	None
Upper limb pain	None
Lower limb pain	None
Leg pain	None
Pain	None
Chronic pain	None
Long-lasting pain	None
Allodynia	None
Nipple tenderness	None
Sneeze	None
Paroxysmal sneezing	None
Constitutional symptom	None
Chills	None
Shivering	None
Shuddering	None
Rigors	None
Rigours	None
Foot pain	None
Lack of energy and strength	None
Asthenia	None
Weakness	None
Prostration	None
Scrotal pain	None
Flank pain	None
Kidney pain	None
Night sweats	None
Nocturnal hyperhidrosis	None
Otalgia	None
Ear pain	None
Pain in the ear	None
Tongue pain	None
Painful tongue	None
Neck pain	None
Shoulder pain	None
Elbow pain	None
Wrist pain	None
Finger pain	None
Hip pain	None
Knee pain	None
Pain under knee cap	None
Ankle pain	None
Toe pain	None
Eye movement-induced pain	None
Vulvar pain	None
Vulvodynia	None
Postexertional symptom exacerbation	None
Exercise-induced malaise	None
Postexertional malaise	None
Impairment of activities of daily living	None
Impaired ability to bathe oneself	None
Impaired ability to dress oneself	None
Impaired toileting ability	None
Impaired transferring ability	None
Impaired feeding ability	None
Impaired continence	None
Hot flashes	None
Chest distress	None
Tightness of chest	None
Chest tightness	None
Tightness in chest	None
Groin pain	None
Calf myalgia	None
Calf muscle pain	None
Gastrocnemius myalgia	None
Wilson sign	None
Precordial pain	None
Foetor hepaticus	None
Fetor hepaticus	None
Erythromelalgia	None
Episodic pain	None
Breakthrough pain	None
Paroxysmal rectal pain	None
Bladder pain	None
Tendon pain	None
Body ache	None
Pharyngodynia	None
Throat discomfort	None
Pharyngalgia	None
Throat pain	None
Sore throat	None
Central fatigue	None
Cognitive fatigue	None
Sudden unexpected death in epilepsy	None
SUDEP	None
Neuralgia	None
Diminished health-related quality of life	None
Diminished physical health	None
Diminished physical functioning	None
Decline in physical functional health	None
Mental impairment	None
Diminished mental health	None
Reduced mental health	None
Frailty	None
Occupational disability	None
Pain between shoulder blades	None
Intrascapular pain	None
Pleuritic chest pain	None
Malaise	None
Testicular pain	None
Pain in testicles	None
Coldness	None
Coolness to palpation	None
Cold skin temperature	None
Cool skin	None
Cool skin temperature	None
Mastalgia	None
Painful breast	None
Breast pain	None
Pain in the pelvis	None
Pelvic pain	None
Buttock pain	None
Eyelid pain	None
Jaw pain	None
Penile pain	None
Pain in penis	None
Hand pain	None
Pain in head and neck region	None
Recurrent singultus	None
Recurrent synchronous diaphragmatic flutter	None
Recurrent hiccup	None
Recurrent hiccough	None
Hiccups	None
Hiccup	None
Painful menstruation	None
Dysmenorrhea	None
Trigeminal neuralgia	None
Tic douloureux	None
Chest discomfort	None
Chest pain	None
Thoracic pain	None
Death of body tissue due to lack of blood flow or infection	None
Gangrene	None
Bad breath	None
Halitosis	None
Foetor ex ore	None
Lower jaw pain	None
Mandibular pain	None
Eye pain	None
Ocular pain	None
Epigastric pain	None
Epigastrium pain	None
Fishy body odor	None
Fishy odour	None
Fishy odor	None
Fishy body odour	None
Fish odor	None
Musty odor	None
Vaginal fish odor	None
Body odor	None
Osmidrosis	None
Bromidrosis	None
Bromhidrosis	None
BO	None
Anal pain	None
Anorectal pain	None
Proctalgia	None
Rectal pain	None
Excessive belching	None
Excessive eructation	None
Excessive burping	None
Costovertebral angle pain	None
Costovertebral angle tenderness	None
Chandelier sign	None
Cervical motion tenderness	None
Painful defecation	None
Pain associated with bowel movements	None
Forearm pain	None
Burning eye sensation	None
Peripheral vasoconstriction	None
Extremities cold to touch	None
Carotidynia	None
Sweaty foot-like odor	None
Pain at the base of the thumb	None
Proximal arm pain	None
Upper arm pain	None
Anterior shoulder pain	None
Pain at the anterior aspect of the elbow	None
Pain at the anterior aspect of the knee	None
Pain at the posterior aspect of the knee	None
Pain on the lateral aspect of the foot	None
Lateral foot pain	None
Pain at the medial aspect of the knee	None
Pain at the lateral aspect of the knee	None
Trochanteric pain	None
Lateral hip pain	None
Pain at the lateral aspect of the hip	None
Pain on the outside of the hip	None
Pain at the lateral aspect of the elbow	None
Radial elbow pain	None
Lateral elbow pain	None
Pain at the posterior aspect of the elbow	None
Pain at the medial aspect of the elbow	None
Ulnar wrist pain	None
Aphthous ulcer	None
Canker sore	None
Branchial sinus	None
Branchial cleft sinus	None
Dacryocystocele	None
Timo cyst	None
Abnormality of the parietal bone	None
Abnormality of the parietal bone of skull	None
Abnormal parietal bone morphology	None
Abnormal nasopharynx morphology	None
Abnormality of the nasopharynx	None
Uvula bifida	None
Cleft uvula	None
Bifid uvula	None
Bifid palatine uvula	None
Split uvula	None
Forked uvula	None
Cleft of uvula	None
Aplasia/Hypoplasia of the mandible	None
Long uvula	None
Hyperplasia of uvula	None
Elongated uvula	None
Long palatine uvula	None
bone facial bone	None
Fractured facial bone	None
Obliterated fontanelles	None
Premature closure of the bregma sutures	None
Early closure of the bregma sutures	None
Premature fontanel closure	None
Early closure of the cranial sutures	None
Premature closure of the cranial sutures	None
Premature closure of fontanelles	None
Early closure of the fontanelles	None
Uneven craniofacial structures	None
Craniofacial asymmetry	None
Abnormality of craniofacial shape	None
Malformation of craniofacial shape	None
Cleft in cranial base	None
Cleft in skull base	None
Abnormality of the gingiva	None
Abnormality of the gums	None
Gingival abnormality	None
Recurrent viral upper respiratory tract infections	None
Abnormal frontalis muscle physiology	None
Elongation of upper lip	None
Increased vertical length of upper lip	None
Increased height of upper lip	None
Long upper lip	None
Increased ossification of mandible	None
Mandibular hyperostosis	None
Excessive growth of mandibular bone	None
Increased ossification of mandibular bone	None
Overgrowth of mandibular bone	None
Hyperostosis of lower jaw	None
Thick mandibular bone	None
Hyperostosis of mandibular bone	None
Increased ossification of lower jaw	None
Thick lower jaw bone	None
Midface hyperplasia	None
Midfacial prominence	None
Overgrowth of the midface	None
Large midface	None
Big midface	None
Midfacial excess	None
Hyperplasia of midface	None
Hypertrophy of midface	None
Freezing of jaw joint	None
Temporomandibular joint ankylosis	None
Rigidity of the temporomandibular joint	None
Jaw ankylosis	None
Adhesion of the temporomandibular joint	None
Ankylosis of temporomandibular joint	None
Temporomandibular joint fusion	None
Freezing of the temporomandibular joint	None
Sebaceous adenoma	None
Sebaceous adenomas	None
Facial angiofibromas	None
Adenoma sebaceum	None
Scalp edema	None
Abnormality of cranium size	None
Abnormality of head size	None
Abnormality of skull size	None
Missing adult upper central incisor	None
Absence of permanent upper central incisor	None
Agenesis of adult maxillary central incisor	None
Agenesis of permanent maxillary central incisor	None
Absence of permanent maxillary central incisor	None
Missing permanent maxillary central incisor	None
Absence of permanent upper front tooth	None
Missing permanent upper front tooth	None
Missing permanent upper central incisor	None
Failure of development of permanent maxillary central incisor	None
Epiblepharon	None
Parosmia	None
Absent central incisors	None
Absent central incisor	None
Failure of development of central incisor	None
Missing central incisors	None
Agenesis of central incisor	None
Abnormality of oral mucosa	None
Abnormal oral mucosa morphology	None
Abnormality of lining of mouth	None
Abnormality of oral mucous membrane	None
Abnormality of mucosa of mouth	None
Absent canines	None
Failure of development of eye tooth	None
Missing canine	None
Absence of canine	None
Absence of eye tooth	None
Agenesis of canine	None
Failure of development of canine	None
Missing eye tooth	None
Hooded lower eyelid	None
Postauricular fistula	None
Posterior auricular sinus	None
Postauricular pit	None
Pit behind the ear	None
Postauricular earpits	None
Posterior auricular pit	None
Primary microcephaly	None
Congenital small head	None
Small skull present at birth	None
Congenital small head circumference	None
Head circumference small for gestational age	None
Congenital decreased head circumference	None
Small head present at birth	None
Congenital small skull	None
Small cranium present at birth	None
Small head circumference present at birth	None
Decreased head circumference present at birth	None
Congenital microcephaly	None
Microcephaly present at birth	None
Slender nose	None
Vertical menton crease	None
Chin with vertical furrow	None
Chin, vertical crease	None
Cleft chin	None
Vertical chin skin cleft	None
Chin with vertical sulcus	None
Chin with vertical groove	None
Chin with vertical crease	None
Failure of development of some teeth	None
Teeth, agenesis	None
Reduced number of teeth	None
Fewer teeth than normal	None
Tooth agenesis	None
Decreased number of teeth	None
Decreased tooth count	None
Dental agenesis	None
Missing some teeth	None
Flat supraorbital ridge	None
Underdeveloped brows	None
Hypoplasia of supraorbital margins	None
Depressed supraorbital ridge	None
Shallow orbital ridges	None
Shallow supraorbital ridge	None
Hypoplastic supraorbital ridges	None
Underdeveloped supraorbital ridges	None
Flattened bony protrusion above eyes	None
Hypoplasia of the supraorbital ridges	None
Depressed supraorbital margins	None
Flat supraorbital margins	None
Hordeolum externum	None
Fetal neck anomaly	None
Asymmetric bilateral cleft lip	None
Teeth: double row	None
Shark teeth	None
Double-parked teeth	None
Cauliflower teeth	None
Conjunctival cicatricial conjunctivitis	None
Cicatricial conjunctivitis	None
Cicatrizating conjunctivitis	None
Conjunctival cicatrization	None
Tented philtrum	None
Philtrum, Tented	None
Asymmetry of lower jaw	None
Lower jaw shifted to one side	None
Deviation of lower jaw	None
Crooked lower jaw	None
Deviation of the mandible	None
Uneven lower jaw	None
Canted mandible	None
Tilted mandible	None
Deviation of mandible	None
Uneven mandible	None
Deviation of the lower jaw	None
Tilted lower jaw	None
Canted lower jaw	None
Asymmetry of the mandible	None
Limited neck range of motion	None
Limited cervical range of motion	None
Small hypophyseal fossa	None
Hypoplasia of pituitary fossa	None
Small pituitary fossa	None
Hypoplasia of sella turcica	None
Hypoplasia of hypophseal fossa	None
Small sella turcica	None
Abnormality of levator labii superioris alaeque nasi muscle	None
Eyelashes fell out	None
Ciliary Madarosis	None
Loss of eyelashes	None
Milphosis	None
Missing eyelashes	None
Bird-like facial appearance	None
Bird-like facies	None
small cranium	None
small calvarium	None
Abnormally small head	None
Decreased size of skull	None
Reduced head circumference	None
Small head	None
Decreased circumference of cranium	None
Small skull	None
Decreased size of head	None
Abnormally small cranium	None
Abnormally small skull	None
Decreased size of cranium	None
Small head circumference	None
Microcephaly	None
Tumor of the nasopharynx	None
Nasopharyngeal neoplasm	None
Neoplasia of the nasopharynx	None
Neoplasm of the nasopharynx	None
Tumour of the nasopharynx	None
Microform cleft of the upper lip	None
Paralytic ectropion	None
Cyst of the eyelid	None
Lesion of the eyelid	None
Eyelid mass	None
Eyelid bump	None
Gingival fragility	None
Gum fragility	None
Broad cortex of mandible	None
Thickened cortex of the mandible	None
Cortical thickening of the mandible	None
Thickened cortices of mandible	None
Mandibular cyst	None
Broadened nasal bridge	None
Increased width of bridge of nose	None
Increased breadth of nasal bridge	None
Wide nasal bridge	None
Widened nasal bridge	None
Nasal bridge broad	None
Broad flat nasal bridge	None
Wide bridge of nose	None
Increased width of nasal bridge	None
Broad nasal root	None
Increased breadth of bridge of nose	None
Nasal bridge, wide	None
Broad nasal bridge	None
Abnormality of genioglossus muscle	None
Bad bite	None
Incorrect relation between upper and lower dental arches	None
Malocclusion of teeth	None
Occlusion anomaly	None
Malocclusion	None
Bilateral crossbite	None
Dental malocclusion	None
Angle class 2 malocclusion	None
Malalignment of upper and lower dental arches	None
Bilateral crossbite malocclusion	None
Misalignment of upper and lower dental arches	None
Angle class 3 malocclusion	None
Abnormality of taste sensation	None
Ciliary trichomegaly of upper eyelashes	None
Increased length of upper eyelashes	None
Long upper eyelashes	None
Bicoronal synostosis	None
Bilateral coronal suture synostosis	None
Bilateral coronal craniosynostosis	None
Bilateral coronal suture craniosynostosis	None
Tongue nodules	None
Lingual nodules	None
Abnormal jugular vein morphology	None
Abnormality of jugular vein	None
Sleepy facial expression	None
Somnolent facial expression	None
Oversalivation	None
Excessive production of saliva	None
Excessive salivation	None
Watery mouth	None
Mouth watering	None
Hypersalivation	None
Ptyalism	None
Flattened forehead	None
Flat forehead	None
Frontal flattening	None
Disturbance of facial expression	None
Absent ocular muscles	None
Absent extraocular muscles	None
Missing eye muscles	None
Increased width of chin	None
Wide chin	None
Broad chin	None
Increased width of menton region	None
Delayed canalization of nasolacrimal duct	None
Decreased cervical height	None
Cervical shortening	None
Decreased length of neck	None
Short neck	None
Decreased cervical length	None
Abnormality of styloglossus muscle	None
Short upper eyelashes	None
Decreased length of upper eyelashes	None
Leung cusp	None
Widely-spaced teeth	None
Generalized dental spacing	None
Generalized spacing of teeth	None
Generalised spacing of teeth	None
Generalised dental spacing	None
Wide-spaced teeth	None
Multiple diastemata	None
Widely spaced teeth	None
Nasal mucosa vasculitis	None
Pursed lips	None
Tightly closed lips	None
Two rows of eyelashes	None
Double row of eyelashes	None
Multiple rows of eyelashes	None
Extra rows of eyelashes	None
Scleral icterus	None
Yellow conjunctiva	None
Conjunctival icterus	None
Yellowing of the whites of the eyes	None
Yellow sclera	None
Aplasia/Hypoplasia involving the sinuses	None
Widely spaced baby teeth	None
Widely spaced milk teeth	None
Generalised spacing of primary teeth	None
Widely spaced primary teeth	None
Generalized spacing of primary teeth	None
Wide gaps between baby teeth	None
Wide gaps between primary teeth	None
Widely spaced deciduous teeth	None
Relative macrocephaly	None
Macrocephaly, relative	None
Relatively large head	None
Disproportionately large head	None
Frontalis muscle overactivity	None
Upper eyelid laxity	None
Slanting of the palpebral fissure	None
Slanting of the opening between the eyelids	None
Rhinitis	None
Nasal inflammation	None
Raccoon eyes	None
Periorbital ecchymosis with tarsal plate sparing	None
Recurrent upper respiratory tract infections	None
Recurrent colds	None
Upper respiratory tract infections, recurrent	None
Upper respiratory tract infections	None
Recurrent upper respiratory infections	None
Frequent upper respiratory tract infections	None
Recurrent upper respiratory and lower respiratory infections	None
Recurrent upper respiratory infection	None
Recurrent URI	None
Frequent upper respiratory infections	None
Abnormality of the zygomatic bone	None
Abnormal malar bone morphology	None
Deformity of the cheekbone	None
Abnormal zygomatic bone morphology	None
Abnormality of the cheekbone	None
Anomaly of the zygomatic bone	None
Malformation of the zygomatic bone	None
Deformity of the zygomatic bone	None
Pinguecula	None
High nasal bridge	None
Elevated nasal bridge	None
Protruding nasal bridge	None
Convex nasal bridge	None
Protruding bridge of nose	None
Prominent bridge of nose	None
Prominent nasal bridge	None
Convex bridge of nose	None
Prominent nasal root	None
Malformation of the neck	None
Anomaly of the neck	None
Deformity of the neck	None
Abnormality of the neck	None
Tooth ankylosis	None
S-shaped palpebral fissures	None
S-shaped eyes	None
S-shaped opening between the eyelids	None
Pale eyelashes	None
Blonde eyelashes	None
White eyelashes	None
Depigmented eyelashes	None
Grey eyelashes	None
Cherry red spot of the macula	None
Macular cherry red spot	None
Nasal tip, narrow	None
Nasal tip, pinched	None
Thin tip of nose	None
Narrow nasal tip	None
Pinched nasal tip	None
Narrow tip of nose	None
Pinched tip of nose	None
Thin nasal tip	None
Abnormality of the foramen magnum	None
Abnormal foramen magnum morphology	None
Sparse anterior scalp hair	None
Thin scalp hair at front of head	None
Sparse scalp hair at front of head	None
Abnormality of the sublingual glands	None
Bilateral palatoschisis	None
Right and left cleft palate	None
Bilateral cleft palate	None
Anomaly of septum of nose	None
Abnormality of the nasal septum	None
Anomaly of nasal septum	None
Abnormality of septum of nose	None
Abnormal nasal septum morphology	None
Oxycephaly	None
Acrocephaly	None
Lower eyelid laxity	None
Median cleft palate	None
Midline cleft palate	None
Central cleft palate	None
Pterygium colli	None
Neck webbing	None
Webbed neck	None
Prominent malar region	None
Malar prominence	None
Hyperplasia of malar bones	None
Malar excess	None
Malar hyperplasia	None
Congenital muscular torticollis	None
Torticollis, congenital	None
Decreased length of philtrum	None
Decreased vertical dimension of philtrum	None
Short philtrum	None
Vertical hypoplasia of philtrum	None
Decreased height of philtrum	None
Convex glabella	None
Protruding area between the eyebrows	None
Prominent glabella	None
Prominent area between the eyebrows	None
Hyperplasia of glabella	None
Flat glabella	None
Deficiency of glabella	None
Depressed glabella	None
Flat area between the eyebrows	None
Hypoplasia of glabella	None
Deficient area between the eyebrows	None
Concave glabella	None
Eyelid fasciculation	None
Twitching around eyes	None
Muscle twitches in eye lid	None
Muscle twitches in eyelid	None
Fasciculation of the eyelid	None
Eyelid fluttering	None
High posterior hairline	None
High hairline at back of head	None
Grey coloured tooth enamel	None
Greyish enamel	None
Grayish enamel	None
Grey tooth shade	None
Gray colored tooth enamel	None
Gray tooth shade	None
Short palate	None
Short hard palate	None
Hypoplastic palate	None
Decreased length of hard palate	None
Complete cleft soft palate	None
Increased ossification of craniofacial bones	None
Overgrowth of craniofacial bones	None
Excessive growth of craniofacial bones	None
Thick craniofacial bones	None
Craniofacial hyperostosis	None
Enlargement of craniofacial bones	None
Hyperostosis of craniofacial bones	None
Hypertrophy of craniofacial bones	None
Excessive bone growth of the skull and face	None
Plaque-like facial hemangioma	None
Hemangioma, facial, plaque-like	None
Increased size of cheeks	None
Apple cheeks	None
Hypertrophy of cheeks	None
Full cheeks	None
Puffy cheeks	None
Large cheeks	None
Chubby cheeks	None
Big cheeks	None
Hyperplasia of cheeks	None
Abnormality of risorius muscle	None
Retrocollis	None
Aplastic zygomatic arch	None
Prominent scalp veins	None
Heliotrope rash of eyelid	None
Incomplete cleft soft palate	None
Oral mucosal papule	None
Collarettes	None
Disorder of maxillary and mandibular dental arch relationship	None
Hypoplasia of maxilla relative to mandible	None
Aplasia/Hypoplasia involving bones of the skull	None
Narrow base of nose	None
Narrow nasal base	None
Thin base of nose	None
Thin nasal base	None
Decreased width of nasal base	None
Decreased width of base of nose	None
Lower lip pit	None
Elf-like facial appearance	None
Elfin facies	None
Leprechaun facies	None
Elf-like facial features	None
Abnormal dental eruption	None
Disturbance of tooth eruption	None
Anomaly of dental eruption	None
Abnormality of dental eruption	None
Disorder of tooth eruption	None
Disturbance of dental eruption	None
Abnormality of tooth eruption	None
Anomaly of tooth eruption	None
Disorder of dental eruption	None
Cilioretinal artery occlusion	None
Abnormal facial vein morphology	None
Abnormal vein of face	None
Abnormality of facial vein	None
Complete unilateral cleft lip	None
Temporal bossing	None
Broad skull	None
Wide cranium	None
Broad cranium	None
Increased width of cranium	None
Increased width of skull	None
Wide skull	None
Decreased length of nose	None
Small nose	None
Nasal hypoplasia	None
Short nose	None
Shortened nose	None
Hypoplastic nose	None
Ectopic tooth eruption	None
Absent nasal septum	None
Failure of development of nasal septal cartilage	None
Ageneis of nasal septal cartilage	None
Absent nasal septal cartilage	None
Supplemental teeth	None
Tooth, supernumerary	None
Supernumerary tooth	None
Extra teeth	None
Supernumary dentition	None
Supernumerary teeth	None
Increased number of teeth	None
Hyperdontia	None
More teeth than normal	None
Increased tooth count	None
Supplemental dentition	None
Supernumary teeth	None
Conjunctival subepithelial fibrosis	None
Chronic rhinitis due to narrow nasal airway	None
Chronic nasal inflammation due to narrow nasal airway	None
Progressively abnormally enlarging cranium	None
Macrocephaly, progressive	None
Progressive macrocephaly	None
Progressively abnormally enlarging skull	None
Hypotrichosis of upper eyelashes	None
Partial absence of upper eyelashes	None
Sparse upper eyelashes	None
Commissural lip pit	None
Commissural pit	None
Commissural labial pits	None
Lip pits at corners of the mouth	None
Pits at the corners of the lips	None
Aplastic/hypoplastic lacrimal glands	None
Absent/underdeveloped lacrimal glands	None
Absent/underdeveloped tear glands	None
Advanced pneumatization of the mastoid process	None
Upper eyelid entropion	None
Pulp obliteration	None
Pulp canal obliteration	None
Crescent/chevron-shaped pulp chambers	None
Obliteration of the pulp chamber	None
Narrowing of pulp chamber of tooth	None
Reduced size of pulp chamber of tooth	None
Small pulp chamber of tooth	None
Total anosmia	None
Retrognathia of lower jaw	None
Mandibular retrognathia	None
Weak jaw	None
Receding lower jaw	None
Receding chin	None
Lower jaw retrusion	None
Mandibular retrusion	None
Receding mandible	None
Weak chin	None
Retrognathia	None
Retrogenia	None
Retrusion of lower jaw	None
Lower jaw retrognathia	None
Abnormality of internal carotid artery	None
Abnormal internal carotid artery morphology	None
Abnormal complement of teeth	None
Abnormal tooth count	None
Abnormal number of teeth	None
Oral clefting	None
Cleft lip, cleft palate	None
Cleft lip/palate	None
Oral cleft	None
Cleft of the mouth	None
Orofacial cleft	None
Sagittal craniosynostosis	None
Midline skull joint closes early	None
Craniosynostosis, sagittal suture	None
Sagittal suture synostosis	None
Craniosynostosis, sagittal	None
Early closure of midline skull joint	None
Palate mass	None
Jagged incisors	None
Serrated incisors	None
Choanal stenosis	None
Narrowing of the rear opening of the nasal cavity	None
Coanal stenosis	None
Allergic rhinitis	None
Nasal allergies	None
Hay fever	None
Hayfever	None
Lymphocytic infiltration of the parotid gland	None
Triangular shaped mouth	None
Triangular mouth	None
Triangular shaped oral aperture	None
Thin septum of nose	None
Decreased width of nasal septum	None
Narrow nasal septum	None
Narrow septum of nose	None
Thin nasal septum	None
Increased width of face	None
Increased horizontal dimension of face	None
Increased breadth of face	None
Wide facies	None
Wide face	None
Broad face	None
Horizontal excess of face	None
Transverse excess of face	None
Broad facies	None
Transverse hyperplasia of face	None
Increased transverse dimension of face	None
Horizontal hyperplasia of face	None
Facial grimacing	None
Midline skin dimples over anterior/posterior fontanelles	None
Decreased width of all teeth	None
Generalized microdontia	None
Decreased size of all teeth	None
Hypotrophy of all teeth	None
Tooth mass insufficiency	None
Decreased tooth mass	None
Generalised microdontia	None
Abnormality of molar morphology	None
Abnormal shape of molar tooth	None
Abnormal molar morphology	None
Partial to total absence of eyelashes	None
Sparse to absent eyelashes	None
Sparse or absent eyelashes	None
Increased density of spinal bone	None
Increased spinal bone density Z-score	None
Sclerosis of spinal bone	None
Dense spinal bone	None
Concrete spinal bone	None
Increased spinal bone density	None
Ivory spinal bone	None
Compact spinal bone	None
Eburnation of spinal bone	None
Central nasal groove	None
Midline nasal groove	None
Asymmetry of tip of nose	None
Nasal tip, deviated	None
Deviated tip of nose	None
Crooked tip of nose	None
Distortion of the nasal tip	None
Crooked nasal tip	None
Deviated nasal tip	None
Asymmetry of nasal tip	None
Small shallow orbits	None
Shallow eye sockets	None
Decreased depth of orbits	None
Decreased depth of eye sockets	None
Shallow orbits	None
Eyelid erythema	None
Erythema of eyelid	None
Red eyelid	None
Erythema of the eyelids	None
Dentin dysplasia	None
Distichiasis	None
Distichiasis of eyelid eyelashes	None
Baggy eyes	None
Dermatochalasis	None
Eyelid dermatochalasia	None
Redundant eyelid skin	None
Extra eyelid skin	None
Droopy eyelid skin	None
Hooding of eyelids	None
Abnormality of palatoglossus muscle	None
Anomaly of the nasal bones	None
Deformity of the nasal bones	None
Malformation of the nasal bones	None
Abnormality of the nasal bone	None
Abnormal nasal bone morphology	None
Multiple eyelid margin cysts	None
Multiple eyelid-margin apocrine hidrocystomas	None
Absence of lower premolar	None
Failure of development of mandibular premolar	None
Missing lower premolar	None
Absence of mandibular premolar	None
Agenesis of mandibular premolar	None
Missing mandibular premolar	None
Abnormal facial expression	None
Cleft lip	None
Cleft of the lip	None
Epicanthal folds	None
Prominent eye folds	None
Eye folds	None
Plica palpebronasalis	None
Epicanthus	None
Epicanthic folds	None
Epicanthal fold	None
Palpebronasal fold	None
Failure of development of tongue	None
Aglossia	None
Missing tongue	None
Absence of tongue	None
Dermolipoma of the conjunctiva	None
Conjunctival lipodermoid	None
Abnormality of the alveolar ridges	None
Abnormality of alveolar processes of jaw	None
Abnormality of dentoalveolar ridges	None
Defect in alveolar ridge	None
Abnormality of alveolar margin	None
Abnormal alveolar ridge morphology	None
Abnormality of gum ridge	None
Canted maxilla	None
Unequal sides of maxilla	None
Deviation of the upper jaw	None
Uneven upper jaw	None
Asymmetry of the maxilla	None
Crooked upper jaw	None
Deviation of the maxilla	None
Asymmetry of right and left side of the maxilla	None
Canted upper jaw	None
Tilted maxilla	None
Asymmetry of the upper jaw	None
Tilted upper jaw	None
Uneven maxilla	None
Crooked maxilla	None
Asymmetry of upper jaw	None
Crouzon syndrome	None
Craniofacial dysostosis	None
Big foramen magnum	None
Large foramen magnum	None
Wide foramen magnum	None
Increased circumference of foramen magnum	None
Enlarged foramen magnum	None
Increased diameter of foramen magnum	None
Dilation of foramen magnum	None
Oral mucosa nodule	None
Premature anterior fontanel closure	None
Abnormal head	None
Abnormality of the head	None
Head abnormality	None
Thick skull base	None
Increased thickness of skull base	None
Increased thickness of bone of skull base	None
Peg tooth	None
Peg-shaped teeth	None
Pointed tooth	None
Cone shaped tooth	None
Conical teeth	None
Peg shaped teeth	None
Shark tooth	None
Peg shaped tooth	None
Conoid tooth	None
Conical tooth	None
Decreased width of primary tooth	None
Decreased width of baby teeth	None
Small deciduous teeth	None
Decreased size of primary tooth	None
Microdontia of deciduous teeth	None
Decreased width of deciduous teeth	None
Decreased width of milk teeth	None
Microdontia of primary teeth	None
Absent antihelix	None
Adult onset sensorineural hearing impairment	None
Sensorineural deafness, late-onset	None
Late sensorineural hearing loss	None
Focal absence of the external ear	None
Narrowing of passageway from outer ear to middle ear	None
Narrow external auditory meatus	None
External auditory canal stenosis	None
Narrow ear canal	None
Stenosis of the external auditory canal	None
Narrow external auditory canals	None
Stenotic external auditory canal	None
Narrow auditory canals	None
Auricular inflammation	None
Auriculitis	None
High set ears	None
Superiorly displaced ears	None
Morphological abnormality of the horizontal semicircular canal	None
Morphological abnormality of the lateral semicircular canal	None
Abnormal lateral semicircular canal morphology	None
Underfolded superior helices	None
Functional abnormality of the inner ear	None
Abnormality of the crus of the ear	None
Abnormality of the crus of the helix	None
Severe conductive hearing impairment	None
Conductive hearing loss, severe	None
High-frequency sensorineural hearing impairment	None
High-tone sensorineural hearing impairment	None
High frequency sensorineural hearing impairment	None
High-tone sensorineural deafness	None
Old-aged sensorineural hearing impairment	None
Presbycusis	None
Congenital earlobe sinuses	None
Congenital conductive hearing loss	None
Congenital conductive deafness	None
Congenital conductive hearing impairment	None
Blocked Eustachian tube	None
Obstruction of Eustachian tube	None
Thickened helices	None
Thick helix	None
Progressive hearing impairment	None
Progressive hearing loss	None
Vestibular function defect	None
Abnormal vestibular function	None
Interictal vestibular dysfunction	None
Impaired vestibular function	None
Underdeveloped helices	None
Hypoplastic helices	None
Cutaneous atresia of the external auditory canal	None
Underdeveloped inferior crus of antihelix	None
Hypotrophic inferior crus of antihelix	None
Hypoplastic inferior crus of antihelix	None
